
RIDE SUMMARY,
Total Time, 50.8, Minutes, 
Total Distance, 5.14, MI, 
AVG Power, 50, 
MAX Power, 118, 
AVG RPM, 77, 
MAX RPM, 126, 
AVG HR, 73, 
MAX HR, 80, 
CAL, 154, 

RIDE DATA, 
Power, RPM, HR, DISTANCE,
46,77,78,0.45,
46,78,78,0.46,
46,80,78,0.46,
66,78,77,0.47,
47,78,76,0.47,
50,80,75,0.48,
51,79,75,0.49,
52,78,75,0.49,
48,78,75,0.50,
48,78,75,0.50,
50,79,76,0.51,
50,78,75,0.51,
98,78,75,0.52,
107,78,74,0.52,
106,78,74,0.53,
106,80,74,0.54,
101,78,73,0.55,
94,71,73,0.57,
87,70,73,0.58,
86,71,73,0.58,
82,71,73,0.59,
89,71,73,0.60,
88,72,73,0.61,
89,71,73,0.62,
89,70,74,0.63,
113,80,74,0.64,
89,71,74,0.65,
97,74,73,0.66,
100,76,72,0.67,
100,76,72,0.67,
98,74,72,0.68,
93,71,72,0.69,
88,71,73,0.70,
87,71,73,0.71,
87,70,73,0.72,
87,70,73,0.73,
86,70,73,0.74,
93,73,73,0.75,
97,75,73,0.76,
97,73,73,0.77,
92,71,73,0.78,
90,72,72,0.79,
90,73,72,0.79,
118,82,72,0.80,
86,70,72,0.81,
86,71,73,0.82,
47,89,73,0.83,
59,89,73,0.84,
59,90,73,0.84,
60,90,74,0.85,
60,89,74,0.86,
59,88,75,0.86,
58,89,76,0.87,
57,88,76,0.87,
58,87,76,0.88,
58,89,76,0.89,
59,90,76,0.89,
60,89,75,0.90,
61,90,75,0.90,
60,89,74,0.91,
59,87,74,0.92,
58,87,74,0.92,
57,88,74,0.93,
62,88,74,0.93,
67,92,74,0.94,
66,91,75,0.95,
64,87,75,0.95,
59,86,76,0.96,
58,86,76,0.97,
59,90,77,0.97,
64,90,77,0.98,
64,90,78,0.98,
63,87,78,0.99,
60,85,78,1.00,
56,83,78,1.00,
54,84,78,1.01,
54,82,78,1.01,
53,83,78,1.02,
53,83,78,1.03,
54,83,78,1.03,
53,82,78,1.04,
57,81,78,1.04,
56,83,77,1.05,
52,80,76,1.05,
50,81,75,1.06,
52,81,74,1.06,
52,77,74,1.07,
48,77,74,1.07,
47,78,74,1.08,
47,80,75,1.08,
54,83,75,1.09,
54,83,75,1.09,
55,81,75,1.10,
54,80,74,1.10,
52,79,74,1.11,
59,81,74,1.12,
77,95,75,1.12,
54,81,75,1.13,
53,82,75,1.14,
54,81,75,1.14,
54,81,75,1.15,
50,80,75,1.15,
72,79,76,1.16,
49,78,76,1.16,
48,77,76,1.17,
48,77,77,1.17,
48,79,77,1.18,
50,80,77,1.18,
51,81,78,1.19,
52,81,77,1.19,
54,92,77,1.20,
52,79,77,1.20,
51,78,76,1.21,
50,80,76,1.22,
50,81,77,1.22,
52,83,77,1.23,
53,81,77,1.23,
54,83,77,1.24,
55,91,77,1.24,
66,88,77,1.25,
62,84,78,1.25,
57,75,79,1.26,
46,75,79,1.27,
46,77,78,1.27,
48,79,77,1.28,
50,82,77,1.28,
52,81,77,1.29,
52,80,76,1.29,
51,79,76,1.30,
51,81,76,1.30,
52,80,75,1.31,
51,77,75,1.31,
49,78,75,1.32,
77,79,75,1.32,
49,78,75,1.33,
48,77,75,1.33,
47,76,75,1.34,
47,76,75,1.34,
48,81,75,1.35,
52,82,75,1.35,
53,81,74,1.36,
53,80,74,1.36,
51,79,74,1.37,
50,80,74,1.38,
52,81,74,1.38,
52,80,74,1.39,
51,77,74,1.39,
50,76,74,1.40,
49,76,75,1.40,
47,76,75,1.41,
47,77,75,1.41,
48,81,75,1.42,
53,81,75,1.42,
55,80,75,1.43,
55,81,75,1.43,
52,79,75,1.44,
51,78,74,1.44,
49,79,74,1.45,
64,94,74,1.45,
60,75,74,1.46,
52,80,74,1.46,
51,79,74,1.47,
51,96,75,1.47,
46,75,75,1.48,
45,75,75,1.49,
45,74,75,1.49,
45,77,75,1.50,
56,82,75,1.50,
48,77,75,1.50,
47,76,74,1.51,
46,74,74,1.52,
45,75,73,1.52,
44,76,73,1.52,
46,78,73,1.53,
48,79,73,1.53,
49,78,73,1.54,
49,77,73,1.54,
47,76,73,1.55,
46,76,74,1.55,
47,79,74,1.56,
51,80,74,1.56,
51,79,74,1.57,
49,76,74,1.57,
48,78,74,1.58,
48,77,74,1.58,
48,77,75,1.59,
48,79,75,1.59,
49,80,75,1.60,
50,78,75,1.60,
54,79,75,1.61,
54,81,75,1.61,
52,82,75,1.62,
53,80,75,1.62,
53,81,76,1.63,
52,79,76,1.63,
49,76,76,1.64,
47,76,76,1.64,
58,78,76,1.65,
49,78,76,1.65,
49,78,76,1.66,
76,76,77,1.66,
45,75,77,1.67,
45,75,77,1.68,
45,76,77,1.68,
46,81,77,1.69,
52,80,76,1.69,
51,76,75,1.70,
49,89,74,1.70,
62,89,74,1.71,
45,75,74,1.71,
46,75,72,1.72,
46,75,71,1.72,
45,75,71,1.73,
45,75,71,1.73,
45,75,71,1.74,
45,75,71,1.74,
56,83,72,1.75,
54,80,73,1.75,
51,78,73,1.76,
48,78,73,1.76,
48,77,73,1.77,
47,76,73,1.77,
46,76,73,1.78,
47,80,73,1.78,
50,78,73,1.78,
92,76,73,1.79,
87,77,73,1.80,
47,78,73,1.80,
94,78,73,1.81,
95,79,73,1.82,
95,77,73,1.83,
92,75,74,1.84,
55,75,75,1.85,
87,76,76,1.85,
54,76,76,1.86,
90,78,76,1.87,
89,76,76,1.87,
89,77,76,1.88,
89,76,75,1.89,
89,75,75,1.90,
82,73,75,1.91,
83,74,74,1.92,
84,73,73,1.93,
84,72,73,1.93,
82,72,73,1.94,
81,73,73,1.95,
81,74,72,1.96,
82,74,72,1.97,
65,73,72,1.98,
83,74,73,1.98,
84,74,73,1.99,
84,75,73,2.00,
44,75,73,2.01,
84,74,73,2.02,
88,76,74,2.02,
88,78,74,2.03,
89,76,74,2.04,
88,78,74,2.05,
88,76,75,2.06,
87,75,75,2.07,
86,76,75,2.07,
45,76,75,2.08,
66,74,75,2.09,
46,76,75,2.10,
46,76,74,2.10,
46,75,74,2.11,
46,77,74,2.11,
47,76,75,2.12,
48,76,75,2.12,
47,76,75,2.13,
47,75,75,2.13,
46,74,74,2.14,
45,74,74,2.14,
44,74,74,2.14,
45,75,74,2.15,
45,77,74,2.15,
46,76,74,2.16,
46,74,74,2.16,
44,74,74,2.17,
44,75,73,2.17,
46,75,73,2.18,
46,75,73,2.18,
45,74,73,2.19,
45,74,73,2.19,
45,75,73,2.20,
45,75,73,2.20,
46,76,73,2.20,
46,76,73,2.21,
46,75,73,2.21,
45,75,73,2.22,
45,75,73,2.22,
45,75,73,2.23,
44,73,73,2.23,
43,72,74,2.24,
42,73,74,2.24,
47,77,75,2.25,
47,77,75,2.25,
48,84,75,2.25,
46,75,75,2.26,
46,75,75,2.26,
46,75,75,2.27,
45,74,74,2.27,
45,74,74,2.28,
45,76,74,2.28,
46,76,74,2.29,
47,77,74,2.29,
47,76,74,2.30,
71,91,74,2.30,
46,75,74,2.31,
45,76,74,2.31,
46,76,74,2.32,
47,75,74,2.32,
46,76,74,2.33,
46,76,74,2.33,
46,75,74,2.34,
46,75,74,2.34,
46,76,74,2.35,
46,76,75,2.35,
47,77,75,2.36,
47,77,75,2.36,
47,75,74,2.36,
47,75,73,2.37,
45,74,73,2.37,
45,77,73,2.38,
46,76,74,2.38,
47,77,75,2.39,
47,76,75,2.39,
46,76,75,2.40,
47,77,75,2.40,
47,75,75,2.41,
46,76,75,2.41,
47,77,75,2.42,
47,74,75,2.42,
53,75,75,2.43,
45,74,76,2.43,
45,74,75,2.44,
45,76,75,2.44,
46,76,75,2.45,
47,75,74,2.45,
46,76,74,2.46,
46,75,74,2.46,
46,76,74,2.46,
47,76,74,2.47,
57,82,74,2.47,
45,74,74,2.48,
45,74,74,2.48,
45,75,74,2.49,
45,74,73,2.49,
44,73,73,2.50,
43,74,73,2.50,
51,79,73,2.51,
58,84,73,2.51,
57,80,73,2.52,
50,75,73,2.52,
44,74,73,2.53,
44,75,73,2.53,
46,80,73,2.54,
52,81,73,2.54,
45,74,73,2.55,
45,79,73,2.55,
50,80,73,2.56,
51,81,73,2.56,
51,77,73,2.57,
50,78,74,2.57,
48,76,75,2.58,
47,76,75,2.58,
48,79,75,2.59,
49,77,75,2.59,
48,76,75,2.60,
48,83,75,2.60,
56,84,75,2.61,
57,86,75,2.61,
58,74,75,2.62,
43,73,75,2.62,
43,72,75,2.63,
50,80,75,2.63,
51,80,74,2.64,
52,79,74,2.64,
50,76,73,2.65,
47,74,74,2.65,
45,75,74,2.66,
46,79,74,2.66,
49,80,75,2.67,
52,82,75,2.67,
53,80,75,2.68,
53,87,75,2.68,
48,76,76,2.69,
49,94,76,2.69,
49,78,76,2.70,
49,77,76,2.70,
52,78,76,2.71,
51,77,76,2.72,
48,83,76,2.72,
54,84,76,2.72,
55,82,76,2.73,
54,80,76,2.74,
47,76,75,2.74,
46,75,75,2.75,
45,77,75,2.75,
47,77,74,2.76,
49,81,73,2.76,
53,80,72,2.77,
51,78,72,2.77,
49,76,72,2.78,
49,75,72,2.78,
48,76,72,2.79,
47,84,72,2.79,
60,85,73,2.80,
60,83,74,2.80,
55,78,74,2.81,
48,75,75,2.81,
46,75,75,2.82,
44,75,74,2.82,
45,75,74,2.83,
45,75,74,2.83,
47,76,73,2.84,
51,80,73,2.84,
51,82,73,2.85,
61,81,73,2.85,
50,77,73,2.86,
46,77,73,2.86,
46,76,73,2.87,
46,77,73,2.87,
46,76,74,2.88,
50,78,74,2.88,
69,77,75,2.89,
54,81,75,2.89,
45,75,75,2.90,
45,75,75,2.90,
45,76,75,2.91,
45,75,75,2.91,
45,74,75,2.92,
44,75,75,2.92,
43,73,74,2.93,
43,74,74,2.93,
44,75,74,2.94,
55,82,74,2.94,
54,83,75,2.95,
54,83,75,2.95,
61,96,75,2.96,
62,100,76,2.96,
66,103,76,2.97,
79,109,75,2.97,
79,109,75,2.98,
78,105,75,2.99,
74,107,75,3.00,
75,106,75,3.01,
74,104,74,3.01,
102,98,74,3.02,
65,99,75,3.03,
48,84,76,3.04,
48,85,77,3.04,
49,82,78,3.05,
47,78,79,3.05,
43,74,78,3.06,
40,79,78,3.06,
43,77,77,3.07,
42,77,77,3.07,
41,77,77,3.07,
41,75,76,3.08,
41,75,75,3.08,
40,76,75,3.09,
41,76,74,3.09,
48,79,74,3.10,
48,81,74,3.10,
50,83,73,3.10,
52,80,73,3.11,
50,77,73,3.12,
47,78,73,3.12,
47,77,73,3.13,
51,80,72,3.13,
49,77,72,3.13,
47,76,72,3.14,
45,75,72,3.14,
44,77,72,3.15,
45,78,73,3.15,
46,75,72,3.16,
45,76,72,3.16,
49,79,71,3.17,
50,98,71,3.17,
50,81,71,3.18,
50,80,72,3.18,
50,79,72,3.19,
48,76,72,3.19,
45,75,74,3.20,
44,76,74,3.20,
45,83,75,3.21,
44,75,74,3.21,
44,75,74,3.22,
44,75,73,3.22,
44,75,73,3.23,
44,75,73,3.23,
44,76,73,3.24,
44,77,73,3.24,
45,78,73,3.24,
46,79,74,3.25,
49,82,74,3.25,
51,81,75,3.26,
51,82,75,3.26,
51,81,76,3.27,
50,78,76,3.27,
54,75,76,3.28,
45,76,76,3.28,
45,76,76,3.29,
45,76,76,3.30,
45,76,76,3.30,
45,76,75,3.30,
45,76,75,3.31,
44,76,75,3.31,
44,75,75,3.32,
44,75,75,3.32,
53,82,75,3.33,
52,81,75,3.33,
51,82,75,3.34,
51,80,75,3.34,
49,77,75,3.35,
46,75,76,3.35,
44,75,76,3.36,
44,78,76,3.36,
46,78,76,3.37,
46,76,76,3.37,
45,76,76,3.38,
45,76,76,3.38,
45,77,77,3.38,
47,80,77,3.39,
49,80,77,3.39,
45,76,77,3.40,
45,76,76,3.40,
44,76,76,3.41,
45,73,76,3.41,
44,75,75,3.42,
44,76,75,3.42,
46,75,74,3.43,
45,76,74,3.43,
48,77,73,3.44,
47,76,73,3.44,
45,77,73,3.45,
58,79,73,3.45,
50,78,73,3.46,
48,78,73,3.46,
47,75,73,3.47,
46,75,73,3.47,
44,74,74,3.48,
43,74,74,3.48,
44,77,74,3.48,
46,78,74,3.49,
47,76,74,3.49,
46,76,74,3.50,
46,77,74,3.50,
47,81,74,3.51,
52,82,75,3.51,
54,85,75,3.52,
49,78,75,3.52,
48,77,76,3.53,
46,77,75,3.53,
46,76,75,3.54,
50,80,75,3.54,
50,79,76,3.55,
50,79,76,3.55,
48,76,76,3.56,
46,77,76,3.56,
46,76,76,3.57,
46,76,76,3.57,
45,75,76,3.58,
45,75,75,3.58,
45,75,75,3.59,
44,75,76,3.59,
44,75,76,3.59,
45,75,77,3.60,
45,76,77,3.60,
45,75,77,3.61,
44,74,77,3.61,
43,74,77,3.62,
43,76,75,3.62,
45,76,75,3.63,
45,72,75,3.63,
42,74,75,3.64,
43,75,75,3.64,
44,76,75,3.64,
35,67,74,3.65,
35,69,73,3.65,
37,72,72,3.66,
40,72,72,3.66,
40,71,72,3.66,
40,70,72,3.67,
40,72,72,3.67,
41,71,71,3.68,
40,69,71,3.68,
38,68,71,3.69,
37,69,71,3.69,
52,80,71,3.69,
51,80,71,3.70,
50,78,71,3.70,
49,77,71,3.71,
47,76,71,3.71,
51,79,71,3.72,
50,77,71,3.72,
47,74,71,3.73,
44,71,72,3.73,
41,70,72,3.74,
39,69,72,3.74,
38,71,72,3.74,
40,74,72,3.75,
43,76,72,3.75,
45,75,72,3.76,
66,89,72,3.76,
46,77,71,3.77,
46,76,71,3.77,
46,76,71,3.78,
45,75,72,3.78,
44,73,72,3.79,
42,72,73,3.79,
41,72,73,3.79,
42,74,73,3.80,
43,73,73,3.80,
42,71,73,3.81,
40,69,73,3.81,
38,70,73,3.82,
39,71,73,3.82,
40,80,72,3.82,
51,82,72,3.83,
51,80,71,3.83,
61,74,71,3.84,
42,73,71,3.84,
42,73,70,3.85,
43,75,70,3.85,
44,75,70,3.86,
44,74,70,3.86,
44,75,71,3.87,
44,76,71,3.87,
46,76,71,3.87,
46,75,71,3.88,
45,76,71,3.88,
45,76,71,3.89,
46,77,71,3.89,
46,77,71,3.90,
46,76,71,3.90,
42,72,71,3.91,
41,73,71,3.91,
41,74,71,3.92,
44,81,71,3.92,
51,79,71,3.93,
49,76,71,3.93,
46,75,71,3.94,
45,75,71,3.94,
45,74,71,3.94,
44,74,72,3.95,
43,67,72,3.95,
40,74,72,3.96,
45,76,71,3.96,
45,75,71,3.97,
45,75,71,3.97,
45,77,71,3.98,
44,75,71,3.98,
43,73,73,3.98,
43,74,73,3.99,
43,76,74,3.99,
45,76,73,4.00,
46,76,73,4.00,
46,75,73,4.01,
45,73,73,4.01,
43,74,73,4.02,
43,75,73,4.02,
45,76,72,4.03,
45,77,72,4.03,
46,76,72,4.03,
47,77,72,4.04,
46,77,72,4.04,
46,74,72,4.05,
45,75,71,4.05,
53,83,72,4.06,
53,80,72,4.06,
53,81,72,4.07,
52,81,72,4.07,
50,77,72,4.08,
49,76,72,4.08,
47,77,72,4.09,
46,75,72,4.09,
45,74,72,4.10,
44,75,72,4.10,
45,76,72,4.11,
45,76,72,4.11,
46,76,72,4.12,
46,76,72,4.12,
46,78,72,4.13,
46,76,72,4.13,
46,73,73,4.14,
45,75,73,4.14,
45,77,72,4.14,
47,95,72,4.15,
48,78,72,4.15,
47,77,72,4.16,
47,76,72,4.16,
45,75,73,4.17,
38,80,74,4.17,
42,84,74,4.18,
52,85,74,4.18,
53,86,74,4.19,
52,84,74,4.19,
51,82,74,4.20,
49,80,74,4.20,
48,82,74,4.21,
48,81,74,4.21,
49,80,74,4.22,
48,79,74,4.22,
46,77,74,4.23,
44,77,74,4.23,
44,77,74,4.24,
44,78,74,4.24,
64,78,73,4.25,
44,77,72,4.25,
44,77,71,4.26,
44,81,71,4.26,
49,83,71,4.27,
50,81,71,4.27,
50,81,71,4.28,
48,81,71,4.28,
48,80,71,4.29,
48,80,71,4.29,
48,80,72,4.30,
48,80,72,4.30,
48,82,72,4.30,
49,82,72,4.31,
50,82,72,4.31,
49,80,73,4.32,
49,84,73,4.32,
53,87,73,4.33,
55,84,73,4.33,
53,83,73,4.34,
50,82,74,4.35,
50,81,74,4.35,
48,79,73,4.36,
46,77,73,4.36,
45,77,73,4.37,
43,76,73,4.37,
43,78,73,4.37,
44,80,73,4.38,
47,82,73,4.38,
49,82,73,4.39,
54,85,73,4.39,
53,86,73,4.40,
54,83,73,4.40,
50,82,73,4.41,
50,82,73,4.41,
50,82,74,4.42,
46,79,74,4.42,
46,79,74,4.43,
46,79,73,4.43,
47,82,73,4.44,
49,84,73,4.44,
51,81,72,4.45,
50,80,72,4.45,
47,79,72,4.46,
46,79,72,4.46,
47,82,72,4.47,
49,81,72,4.47,
49,79,72,4.48,
47,79,73,4.48,
46,80,73,4.49,
52,84,73,4.49,
51,83,72,4.50,
50,80,72,4.50,
47,80,72,4.51,
46,80,72,4.51,
47,82,72,4.52,
48,80,72,4.52,
47,79,72,4.53,
46,79,72,4.53,
46,80,72,4.54,
46,79,72,4.54,
46,78,72,4.55,
45,80,72,4.55,
46,80,72,4.56,
47,78,71,4.56,
46,80,71,4.56,
47,81,71,4.57,
48,80,72,4.57,
47,79,73,4.58,
46,78,74,4.58,
44,76,73,4.59,
43,77,73,4.59,
43,77,73,4.60,
43,75,73,4.60,
42,75,73,4.61,
42,76,73,4.61,
42,75,73,4.61,
41,72,73,4.62,
39,71,73,4.62,
37,70,72,4.63,
36,70,72,4.63,
36,70,72,4.63,
36,70,71,4.64,
36,72,71,4.64,
38,75,71,4.65,
41,77,71,4.65,
43,77,71,4.65,
43,76,71,4.66,
42,75,71,4.66,
42,75,71,4.67,
42,75,71,4.67,
42,76,70,4.68,
42,78,70,4.68,
42,70,70,4.68,
36,69,70,4.69,
35,68,70,4.69,
34,67,70,4.70,
41,74,70,4.70,
40,73,70,4.70,
38,70,69,4.71,
37,69,69,4.71,
35,69,69,4.71,
35,69,68,4.72,
36,74,68,4.72,
40,75,67,4.73,
41,74,67,4.73,
41,76,67,4.73,
42,76,68,4.74,
42,77,69,4.74,
42,77,69,4.75,
43,77,69,4.75,
40,74,70,4.76,
40,75,70,4.76,
40,74,70,4.76,
39,72,70,4.77,
38,71,71,4.77,
37,72,71,4.78,
37,71,71,4.78,
37,72,70,4.78,
38,74,70,4.79,
39,73,70,4.79,
39,75,70,4.79,
40,75,70,4.80,
42,77,70,4.80,
43,76,70,4.81,
42,73,70,4.81,
39,71,69,4.82,
37,71,69,4.82,
37,73,68,4.82,
38,75,68,4.83,
41,76,68,4.83,
42,75,68,4.84,
41,74,68,4.84,
40,74,68,4.84,
39,73,68,4.85,
39,73,68,4.85,
40,77,69,4.86,
43,81,69,4.86,
46,80,69,4.86,
47,78,69,4.87,
44,76,69,4.87,
42,74,69,4.88,
40,74,70,4.88,
40,75,70,4.89,
40,76,71,4.89,
41,74,71,4.90,
40,74,70,4.90,
39,74,70,4.90,
40,75,70,4.91,
41,75,69,4.91,
41,74,69,4.92,
40,75,69,4.92,
40,75,69,4.92,
41,76,69,4.93,
41,76,69,4.93,
41,74,69,4.94,
39,72,69,4.94,
42,76,70,4.94,
42,81,70,4.95,
43,74,70,4.95,
40,76,71,4.96,
42,77,71,4.96,
44,79,71,4.97,
48,80,71,4.97,
46,77,72,4.98,
41,75,73,4.98,
41,74,73,4.98,
40,74,74,4.99,
40,75,74,4.99,
40,72,74,5.00,
38,71,74,5.00,
37,73,73,5.00,
36,67,71,5.01,
33,69,71,5.01,
34,73,71,5.02,
37,73,71,5.02,
38,72,71,5.02,
37,71,71,5.03,
37,70,71,5.03,
37,72,71,5.03,
37,74,71,5.04,
39,72,71,5.04,
38,70,71,5.05,
36,72,71,5.05,
37,72,70,5.05,
37,69,70,5.06,
35,68,70,5.06,
33,67,69,5.06,
31,64,69,5.07,
30,62,69,5.07,
28,61,69,5.07,
27,62,69,5.08,
33,62,69,5.08,
27,61,69,5.08,
27,61,69,5.09,
27,62,69,5.09,
42,74,69,5.09,
40,63,69,5.10,
29,61,68,5.10,
29,64,68,5.10,
29,63,67,5.11,
29,63,67,5.11,
28,60,66,5.11,
27,59,66,5.11,
26,60,66,5.12,
27,62,66,5.12,
17,48,66,5.12,
17,46,66,5.12,
15,43,66,5.13,
13,39,66,5.13,
11,41,66,5.13,
12,45,65,5.13,
14,44,65,5.13,
14,38,65,5.13,
5,26,65,5.14,
4,26,65,5.14,
0,0,64,5.14,
