
RIDE SUMMARY,
Total Time, 53.4, Minutes, 
Total Distance, 14.08, MI, 
AVG Power, 107, 
MAX Power, 170, 
AVG RPM, 75, 
MAX RPM, 112, 
AVG HR, 142, 
MAX HR, 162, 
CAL, 369, 

RIDE DATA, 
Power, RPM, HR, DISTANCE,
60,74,134,1.19,
60,73,136,1.20,
60,72,138,1.22,
59,72,137,1.23,
57,71,136,1.24,
94,89,135,1.25,
102,95,135,1.26,
109,97,135,1.28,
117,99,135,1.29,
118,101,136,1.31,
121,103,137,1.32,
124,103,138,1.34,
121,103,140,1.35,
121,103,140,1.37,
118,106,142,1.38,
130,106,142,1.40,
131,106,143,1.41,
128,106,143,1.43,
126,104,144,1.44,
87,79,144,1.46,
70,76,145,1.48,
60,72,145,1.49,
58,70,144,1.50,
56,71,143,1.51,
61,73,142,1.52,
64,73,140,1.54,
63,72,139,1.55,
110,96,139,1.56,
110,97,138,1.57,
119,100,138,1.58,
137,107,139,1.60,
137,107,141,1.62,
137,107,142,1.63,
135,108,144,1.65,
136,108,144,1.66,
136,108,146,1.68,
136,107,148,1.69,
143,109,150,1.71,
143,109,150,1.73,
132,107,151,1.74,
139,106,152,1.76,
88,74,152,1.78,
48,65,153,1.79,
49,64,153,1.80,
48,62,151,1.81,
43,61,150,1.83,
43,61,147,1.84,
45,65,146,1.85,
121,99,145,1.86,
121,101,0,1.87,
136,104,144,1.88,
144,107,145,1.90,
145,109,146,1.91,
148,109,148,1.93,
146,110,149,1.95,
146,110,150,1.96,
150,110,151,1.98,
150,110,152,2.00,
148,109,154,2.01,
149,111,154,2.03,
136,91,155,2.05,
55,81,156,2.06,
55,81,156,2.08,
59,81,156,2.09,
55,79,155,2.10,
53,76,153,2.11,
52,76,151,2.12,
51,77,149,2.13,
53,78,147,2.15,
54,77,146,2.16,
49,76,145,2.17,
49,75,144,2.18,
55,75,143,2.19,
55,76,143,2.20,
56,76,143,2.21,
56,76,143,2.22,
59,76,142,2.23,
55,75,142,2.25,
59,77,141,2.26,
59,79,141,2.27,
69,80,140,2.28,
69,79,139,2.29,
68,78,138,2.30,
70,79,138,2.32,
71,78,137,2.33,
75,78,136,2.34,
101,79,134,2.36,
119,80,133,2.37,
119,81,132,2.38,
112,81,132,2.40,
112,80,133,2.41,
110,80,135,2.43,
110,80,136,2.44,
119,81,137,2.46,
111,81,137,2.47,
115,79,0,2.49,
108,79,137,2.50,
108,79,138,2.52,
113,79,138,2.53,
110,78,138,2.55,
103,78,139,2.56,
109,78,139,2.58,
103,78,140,2.59,
103,79,140,2.60,
109,79,140,2.62,
111,79,140,2.63,
99,79,140,2.65,
114,78,140,2.66,
106,78,141,2.68,
103,79,141,2.69,
109,79,140,2.71,
108,78,140,2.72,
106,76,140,2.74,
100,76,140,2.75,
91,79,140,2.76,
143,80,140,2.78,
141,79,141,2.79,
121,77,142,2.81,
136,78,142,2.83,
133,77,143,2.84,
129,76,143,2.86,
129,77,144,2.87,
140,78,144,2.89,
135,78,144,2.90,
128,76,145,2.92,
131,75,145,2.94,
129,77,146,2.95,
130,78,147,2.97,
134,77,147,2.98,
130,76,147,3.00,
127,76,147,3.01,
138,78,147,3.03,
137,80,148,3.05,
131,79,148,3.06,
121,76,149,3.08,
120,75,149,3.09,
131,76,150,3.11,
155,75,150,3.12,
135,73,150,3.14,
119,71,150,3.16,
130,73,150,3.17,
133,74,151,3.19,
132,73,151,3.20,
131,72,152,3.22,
125,71,152,3.24,
63,70,152,3.25,
53,70,153,3.27,
51,70,153,3.28,
48,71,152,3.29,
47,73,152,3.30,
47,74,151,3.31,
47,74,150,3.32,
49,75,149,3.33,
51,77,148,3.34,
54,80,147,3.35,
55,80,146,3.37,
55,78,145,3.38,
54,77,144,3.39,
53,76,143,3.40,
53,76,143,3.41,
53,75,142,3.42,
51,75,140,3.43,
53,76,139,3.44,
54,79,139,3.46,
58,85,138,3.47,
77,92,138,3.48,
116,97,138,3.49,
116,97,138,3.50,
130,93,138,3.52,
129,91,138,3.53,
154,91,139,3.55,
149,89,140,3.56,
145,87,141,3.58,
143,87,141,3.60,
139,87,141,3.61,
144,87,142,3.63,
145,89,142,3.65,
146,90,142,3.66,
138,89,142,3.68,
134,86,143,3.69,
130,87,144,3.71,
130,87,145,3.73,
134,86,146,3.74,
127,86,147,3.76,
136,88,147,3.77,
144,89,148,3.79,
143,87,148,3.81,
133,85,149,3.82,
133,87,149,3.84,
132,87,150,3.85,
135,86,150,3.87,
128,86,150,3.89,
132,86,151,3.90,
139,87,151,3.92,
140,86,151,3.93,
133,84,151,3.95,
131,83,152,3.96,
137,85,153,3.98,
136,86,153,4.00,
135,85,153,4.01,
131,84,0,4.03,
131,84,153,4.04,
131,84,154,4.06,
131,84,154,4.08,
131,84,155,4.09,
129,83,155,4.11,
129,85,0,4.12,
136,86,155,4.14,
138,86,155,4.15,
130,83,156,4.17,
130,83,156,4.19,
130,84,156,4.20,
128,83,156,4.22,
124,81,156,4.23,
123,84,156,4.25,
132,86,157,4.26,
133,85,157,4.28,
125,83,157,4.30,
124,82,157,4.31,
119,81,158,4.33,
122,83,157,4.34,
130,86,157,4.36,
131,88,157,4.37,
135,88,157,4.39,
127,87,157,4.40,
128,84,158,4.42,
129,84,158,4.44,
136,87,158,4.45,
132,89,159,4.47,
132,88,159,4.48,
125,85,159,4.50,
124,83,159,4.52,
118,83,159,4.53,
123,86,160,4.55,
131,89,160,4.56,
137,91,160,4.58,
143,90,160,4.59,
132,89,160,4.61,
137,90,160,4.62,
136,88,160,4.64,
130,86,160,4.66,
132,86,160,4.67,
126,87,160,4.69,
128,89,160,4.70,
150,93,160,4.72,
150,93,160,4.74,
148,90,160,4.75,
137,88,160,4.77,
133,87,161,4.78,
133,88,161,4.80,
138,88,161,4.82,
134,88,161,4.83,
130,86,161,4.85,
127,86,161,4.86,
147,90,161,4.88,
136,90,161,4.90,
132,88,162,4.91,
131,87,162,4.93,
129,86,162,4.94,
128,86,162,4.96,
131,86,161,4.97,
122,85,161,4.99,
125,85,161,5.01,
134,88,161,5.02,
129,89,161,5.04,
120,85,161,5.05,
111,77,161,5.07,
66,70,161,5.08,
64,69,161,5.10,
62,72,160,5.11,
64,74,160,5.12,
65,73,159,5.13,
64,72,159,5.15,
64,72,158,5.16,
66,75,157,5.17,
79,78,157,5.18,
76,77,156,5.20,
76,78,156,5.21,
85,81,155,5.22,
84,80,155,5.23,
109,78,155,5.25,
96,76,155,5.26,
112,74,154,5.28,
104,73,154,5.29,
104,71,154,5.30,
100,71,154,5.32,
99,70,154,5.33,
104,71,153,5.35,
103,71,153,5.36,
103,73,153,5.38,
111,74,152,5.39,
109,73,152,5.41,
105,72,152,5.42,
103,72,151,5.43,
102,71,151,5.45,
109,71,151,5.46,
104,72,151,5.48,
113,72,151,5.49,
100,71,150,5.51,
98,69,150,5.52,
100,71,150,5.54,
103,72,150,5.55,
106,73,150,5.56,
101,71,150,5.58,
101,70,150,5.59,
101,70,150,5.61,
99,71,150,5.62,
107,72,150,5.64,
105,71,150,5.65,
98,70,149,5.66,
101,70,149,5.68,
93,69,148,5.69,
96,68,148,5.71,
95,67,148,5.72,
110,73,148,5.74,
107,72,149,5.75,
106,71,149,5.76,
107,72,148,5.78,
107,72,148,5.79,
106,72,148,5.81,
103,71,148,5.82,
103,70,148,5.84,
99,70,148,5.85,
100,72,147,5.87,
108,74,147,5.88,
120,75,147,5.89,
146,74,147,5.91,
133,72,148,5.92,
121,72,148,5.94,
136,73,148,5.96,
136,73,149,5.97,
135,72,149,5.99,
128,71,150,6.00,
123,70,150,6.02,
122,69,151,6.03,
129,70,151,6.05,
130,73,151,6.07,
139,74,151,6.08,
136,72,151,6.10,
122,70,152,6.11,
119,70,152,6.13,
133,72,153,6.14,
127,74,153,6.16,
127,73,154,6.17,
138,74,155,6.19,
128,55,155,6.21,
132,39,155,6.23,
122,66,155,6.25,
109,65,156,6.26,
101,63,155,6.27,
100,76,154,6.28,
139,74,153,6.30,
127,71,153,6.31,
115,68,153,6.33,
108,69,153,6.34,
124,71,154,6.36,
127,71,154,6.37,
121,70,154,6.39,
117,69,155,6.40,
113,68,155,6.42,
109,67,155,6.43,
115,69,0,6.45,
122,74,155,6.46,
138,78,155,6.48,
137,77,0,6.49,
134,76,156,6.51,
127,75,156,6.53,
122,73,0,6.54,
123,74,157,6.56,
125,75,157,6.57,
135,77,157,6.59,
140,76,157,6.60,
139,74,157,6.62,
133,73,157,6.64,
122,73,157,6.65,
129,73,157,6.67,
152,79,157,6.68,
139,77,157,6.70,
136,73,158,6.72,
118,70,158,6.73,
118,69,158,6.75,
123,71,158,6.76,
130,74,158,6.78,
131,73,158,6.79,
124,71,158,6.81,
119,70,158,6.82,
118,71,158,6.84,
124,71,158,6.85,
114,72,158,6.87,
121,74,158,6.89,
124,75,158,6.90,
123,75,159,6.92,
124,75,159,6.93,
145,75,159,6.95,
141,74,159,6.96,
137,74,159,6.98,
134,74,159,6.99,
133,73,159,7.01,
142,73,160,7.03,
138,74,160,7.04,
139,74,160,7.06,
136,74,160,7.07,
135,74,160,7.09,
134,73,160,7.11,
132,73,160,7.12,
132,73,160,7.14,
134,73,160,7.15,
125,71,160,7.17,
130,76,160,7.19,
137,74,160,7.20,
129,71,160,7.22,
121,70,160,7.23,
138,73,160,7.25,
145,75,160,7.26,
133,75,160,7.28,
141,74,160,7.30,
136,72,161,7.31,
130,71,161,7.33,
133,73,161,7.34,
139,74,161,7.36,
135,74,161,7.37,
135,73,161,7.39,
132,71,161,7.41,
150,78,161,7.42,
104,63,161,7.44,
85,59,161,7.45,
82,59,161,7.47,
61,68,160,7.48,
61,68,160,7.49,
93,67,160,7.51,
88,65,160,7.52,
89,65,160,7.53,
94,64,159,7.54,
105,62,158,7.56,
97,59,157,7.57,
86,58,157,7.59,
89,57,157,7.60,
87,57,157,7.61,
91,60,157,7.63,
95,61,157,7.64,
101,62,157,7.65,
109,64,0,7.67,
106,63,156,7.68,
102,61,156,7.70,
92,59,156,7.71,
87,58,0,7.73,
87,58,155,7.74,
85,56,155,7.75,
84,57,154,7.77,
88,59,150,7.78,
97,61,149,7.79,
97,62,148,7.81,
97,61,148,7.82,
98,62,148,7.84,
101,63,150,7.85,
105,63,150,7.86,
99,62,151,7.88,
99,61,151,7.89,
92,61,152,7.91,
106,62,152,7.92,
100,60,151,7.94,
97,60,151,7.95,
91,61,151,7.96,
94,62,151,7.98,
106,64,151,7.99,
99,63,150,8.01,
100,60,150,8.02,
99,61,150,8.03,
97,62,150,8.05,
101,62,150,8.06,
98,62,150,8.08,
105,63,150,8.09,
101,62,150,8.11,
102,63,149,8.12,
102,64,149,8.13,
112,65,148,8.15,
104,64,148,8.16,
102,62,148,8.18,
100,61,149,8.19,
100,61,149,8.21,
93,61,149,8.22,
98,62,148,8.24,
100,62,148,8.25,
103,61,148,8.26,
94,59,149,8.28,
105,59,149,8.29,
122,59,149,8.31,
133,58,149,8.32,
132,58,150,8.34,
134,58,150,8.35,
136,58,150,8.37,
140,58,151,8.38,
145,58,151,8.40,
150,59,152,8.42,
152,60,153,8.43,
142,60,153,8.45,
140,59,154,8.47,
135,59,155,8.48,
130,58,155,8.50,
121,58,155,8.51,
135,58,0,8.53,
129,57,155,8.54,
130,58,156,8.56,
131,59,156,8.58,
130,58,157,8.59,
123,57,157,8.61,
144,62,157,8.62,
143,61,158,8.64,
134,59,158,8.65,
126,58,159,8.67,
76,43,159,8.69,
15,19,159,8.70,
8,14,159,8.72,
8,14,159,8.72,
40,31,158,8.73,
39,31,155,8.73,
105,51,154,8.74,
150,61,121,8.75,
108,52,122,8.76,
107,52,124,8.78,
123,56,126,8.79,
131,58,126,8.81,
131,58,128,8.82,
141,58,131,8.84,
130,58,133,8.85,
133,59,134,8.87,
143,59,0,8.89,
134,59,134,8.90,
158,64,137,8.92,
144,62,138,8.93,
145,60,138,8.95,
129,59,139,8.97,
125,59,141,8.98,
144,63,143,9.00,
137,60,144,9.02,
121,58,145,9.03,
121,58,146,9.05,
125,59,147,9.06,
130,58,148,9.08,
130,58,149,9.09,
131,58,149,9.11,
131,58,150,9.13,
143,59,150,9.14,
133,59,150,9.16,
134,60,151,9.17,
135,59,151,9.19,
131,59,152,9.20,
121,58,152,9.22,
126,58,152,9.24,
170,67,153,9.25,
127,58,153,9.27,
124,54,153,9.28,
112,55,153,9.30,
117,57,153,9.32,
121,59,154,9.33,
125,61,154,9.35,
122,62,154,9.36,
155,68,154,9.38,
144,65,155,9.39,
130,63,155,9.41,
132,62,155,9.43,
143,63,156,9.44,
142,63,157,9.46,
132,61,157,9.47,
127,60,157,9.49,
121,59,157,9.50,
121,58,157,9.52,
118,58,158,9.54,
122,60,158,9.55,
131,63,158,9.57,
139,63,159,9.58,
131,61,159,9.60,
124,59,159,9.61,
126,66,159,9.63,
149,65,159,9.64,
147,63,160,9.66,
128,61,160,9.68,
116,58,160,9.69,
115,57,160,9.71,
117,58,160,9.72,
123,59,160,9.74,
122,59,160,9.75,
121,58,160,9.77,
118,58,160,9.78,
121,59,160,9.80,
121,59,0,9.82,
115,56,159,9.83,
15,20,159,9.85,
12,11,159,9.86,
4,11,159,9.87,
4,11,158,9.87,
69,41,157,9.88,
140,64,123,9.88,
136,63,123,9.90,
132,62,126,9.92,
127,61,129,9.93,
127,60,130,9.95,
123,58,132,9.96,
93,57,133,9.98,
110,57,134,9.99,
103,73,135,10.01,
110,74,136,10.02,
109,73,137,10.04,
96,70,137,10.05,
96,68,138,10.06,
98,67,139,10.08,
90,67,140,10.09,
94,67,140,10.11,
104,70,140,10.12,
104,72,141,10.13,
106,72,141,10.15,
86,71,142,10.16,
110,79,142,10.18,
111,78,142,10.19,
98,75,143,10.21,
93,72,144,10.22,
93,70,144,10.24,
103,78,144,10.25,
95,76,144,10.26,
96,73,144,10.28,
93,72,144,10.29,
94,72,145,10.31,
101,73,144,10.32,
102,75,144,10.33,
101,76,144,10.35,
101,74,144,10.36,
95,72,144,10.38,
94,71,144,10.39,
94,71,144,10.41,
99,73,144,10.42,
101,75,144,10.43,
102,74,144,10.45,
101,75,144,10.46,
107,77,144,10.48,
105,77,144,10.49,
102,75,144,10.51,
97,74,144,10.52,
97,73,144,10.53,
99,74,144,10.55,
104,75,144,10.56,
102,75,144,10.58,
100,74,145,10.59,
106,76,145,10.61,
106,77,145,10.62,
107,77,145,10.63,
101,74,145,10.65,
98,73,145,10.66,
96,72,145,10.68,
95,73,145,10.69,
96,73,145,10.71,
95,72,144,10.72,
88,70,144,10.73,
120,82,144,10.75,
113,80,144,10.76,
106,77,145,10.78,
97,74,145,10.79,
92,72,145,10.81,
88,71,145,10.82,
92,73,145,10.83,
86,72,145,10.85,
6,18,145,10.86,
6,18,144,10.87,
7,18,144,10.88,
87,43,143,10.88,
100,74,120,10.88,
101,75,120,10.89,
91,77,120,10.91,
116,78,122,10.92,
137,78,123,10.94,
141,77,124,10.95,
121,75,126,10.97,
130,75,127,10.98,
128,75,128,11.00,
137,75,129,11.01,
147,75,130,11.03,
131,74,132,11.05,
130,73,133,11.06,
128,71,134,11.08,
127,70,135,11.09,
127,70,136,11.11,
136,71,137,11.13,
133,72,140,11.14,
132,74,140,11.16,
143,76,142,11.17,
130,74,143,11.19,
129,72,144,11.20,
128,71,145,11.22,
127,71,146,11.24,
126,71,147,11.25,
120,70,148,11.27,
90,69,148,11.28,
118,84,148,11.30,
121,84,148,11.31,
128,82,148,11.33,
113,77,149,11.34,
108,73,150,11.36,
108,72,150,11.37,
102,71,150,11.39,
104,70,150,11.40,
113,70,150,11.42,
53,65,149,11.43,
21,30,149,11.45,
8,19,149,11.46,
5,13,148,11.47,
3,13,148,11.47,
32,32,146,11.47,
72,47,99,11.47,
43,52,99,11.48,
75,73,101,11.49,
76,84,104,11.50,
85,87,110,11.51,
90,92,111,11.53,
97,94,113,11.54,
118,91,116,11.55,
155,89,118,11.57,
132,84,120,11.58,
116,83,121,11.60,
116,82,123,11.62,
124,83,124,11.63,
118,84,127,11.65,
118,85,128,11.66,
130,83,0,11.68,
135,82,129,11.69,
122,81,131,11.71,
119,79,132,11.72,
117,78,134,11.74,
124,78,135,11.75,
137,80,136,11.77,
140,81,137,11.79,
121,79,138,11.80,
118,77,139,11.82,
125,76,140,11.83,
140,76,141,11.85,
135,79,141,11.86,
129,77,142,11.88,
121,75,142,11.89,
129,75,143,11.91,
128,76,143,11.93,
127,77,143,11.94,
131,76,144,11.96,
138,76,144,11.97,
126,77,144,11.99,
122,76,144,12.00,
120,75,144,12.02,
127,74,145,12.03,
144,74,145,12.05,
132,74,145,12.07,
129,72,145,12.08,
133,70,146,12.10,
129,69,0,12.11,
123,67,146,12.13,
132,67,146,12.14,
131,66,147,12.16,
138,65,147,12.18,
140,67,0,12.19,
102,67,148,12.21,
119,75,149,12.22,
120,80,149,12.24,
123,79,0,12.25,
116,74,150,12.27,
99,69,150,12.28,
37,52,151,12.30,
18,39,151,12.31,
4,26,150,12.33,
2,13,150,12.34,
12,50,148,12.34,
19,64,146,12.35,
24,69,144,12.35,
30,76,144,12.36,
30,81,143,12.37,
35,85,143,12.38,
31,87,142,12.39,
36,89,142,12.40,
35,90,141,12.40,
57,90,141,12.41,
56,91,140,12.42,
57,91,139,12.43,
57,90,138,12.45,
57,90,137,12.46,
59,90,136,12.47,
57,90,136,12.48,
57,92,135,12.49,
78,93,134,12.50,
79,94,133,12.52,
81,94,133,12.53,
95,93,132,12.54,
99,91,132,12.55,
100,91,132,12.57,
119,94,132,12.58,
116,94,132,12.60,
149,92,132,12.61,
141,89,133,12.63,
131,88,134,12.64,
145,89,135,12.66,
148,90,136,12.67,
151,91,136,12.69,
139,90,137,12.71,
138,88,138,12.72,
135,87,140,12.74,
149,87,141,12.75,
145,90,142,12.77,
146,91,143,12.79,
141,90,144,12.80,
144,89,144,12.82,
143,89,145,12.84,
133,88,146,12.85,
136,88,147,12.87,
140,88,148,12.88,
142,88,148,12.90,
139,87,148,12.92,
139,88,149,12.93,
140,88,150,12.95,
136,87,150,12.96,
134,86,151,12.98,
134,86,152,13.00,
136,87,152,13.01,
139,88,152,13.03,
138,88,152,13.04,
128,86,0,13.06,
126,84,153,13.08,
140,85,153,13.09,
129,86,153,13.11,
128,85,153,13.12,
133,85,153,13.14,
127,84,153,13.16,
150,84,153,13.17,
147,91,154,13.19,
143,89,155,13.20,
140,88,155,13.22,
139,87,156,13.24,
138,87,156,13.25,
140,86,156,13.27,
128,85,157,13.28,
127,84,157,13.30,
126,83,157,13.32,
128,84,157,13.33,
145,86,157,13.35,
143,90,157,13.36,
133,88,157,13.38,
132,86,157,13.39,
132,85,158,13.41,
125,84,158,13.43,
136,84,159,13.44,
145,86,159,13.46,
150,91,159,13.47,
145,91,159,13.49,
142,89,159,13.51,
142,88,159,13.52,
140,88,159,13.54,
142,88,159,13.55,
148,87,159,13.57,
147,89,160,13.59,
140,91,160,13.60,
92,89,160,13.62,
90,86,160,13.64,
89,85,160,13.65,
82,84,160,13.66,
58,82,160,13.68,
59,82,160,13.69,
63,84,159,13.70,
63,85,158,13.71,
58,84,157,13.73,
61,83,156,13.74,
60,82,156,13.75,
60,82,155,13.76,
59,81,154,13.77,
58,82,153,13.79,
80,95,152,13.80,
80,96,152,13.81,
94,96,151,13.82,
92,95,151,13.83,
89,93,151,13.85,
89,91,150,13.86,
97,90,150,13.88,
97,91,149,13.89,
99,93,149,13.90,
100,94,149,13.92,
100,93,149,13.93,
100,92,149,13.95,
95,93,149,13.96,
110,93,149,13.97,
109,97,149,13.99,
99,95,148,14.00,
42,75,148,14.02,
21,43,148,14.03,
0,19,148,14.04,
0,9,0,14.05,
0,9,146,14.06,
0,0,145,14.07,
